"partid","item","sentence","construct","classification","IO","counter","group","Value","zscores"
"60d93de1c8d49e78517751ff","159","John willed a painting to a man.","PDsentence","alternating","shortIndefinite",5,"F",5,-1.20971366832746
"60d93de1c8d49e78517751ff","63","Alice murmured a comment to a woman from work.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","179","Mary heaved a man a ball.","DOsentence","alternating","shortIndefinite",5,"F",63,0.204585722178338
"60d93de1c8d49e78517751ff","199","Michael catapulted a container to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","127","Michael kicked a football to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","83","Bob squealed a woman from work an answer.","DOsentence","non-alternating","longIndefinite",5,"F",4,-1.23409814057756
"60d93de1c8d49e78517751ff","3","Michael reported a man who was from work some numbers.","DOsentence","non-alternating","longIndefinite",5,"F",20,-0.843946584575958
"60d93de1c8d49e78517751ff","43","Bob donated a team a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",86,0.765428583930636
"60d93de1c8d49e78517751ff","195","Linda bequeathed a man a portrait.","DOsentence","alternating","shortIndefinite",5,"F",0,-1.33163602957796
"60d93de1c8d49e78517751ff","175","John faxed a form to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","191","Maria carted some books to a team.","PDsentence","alternating","shortIndefinite",5,"F",95,0.984888834181535
"60d93de1c8d49e78517751ff","11","Alice presented a man a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",73,0.448430444679337
"60d93de1c8d49e78517751ff","135","Linda owed a job to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",58,0.0826633609278387
"60d93de1c8d49e78517751ff","111","Alice offered a payment to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","23","Maria recommended a band to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","91","John cackled a man some noises.","DOsentence","non-alternating","shortIndefinite",5,"F",0,-1.33163602957796
"60d93de1c8d49e78517751ff","115","Bob hit a woman a curveball.","DOsentence","alternating","shortIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","47","Juan conveyed a thought to a man from work.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","59","Michael recounted a man some information.","DOsentence","non-alternating","shortIndefinite",5,"F",30,-0.600101862074959
"60d93de1c8d49e78517751ff","155","Linda shoved a man who was from work a letter.","DOsentence","alternating","longIndefinite",5,"F",74,0.472814916929437
"60d93de1c8d49e78517751ff","103","Michael gave a message to a man wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","27","Mary proposed a man an idea.","DOsentence","non-alternating","shortIndefinite",5,"F",65,0.253354666678538
"60d93de1c8d49e78517751ff","35","Linda communicated a woman from work a point.","DOsentence","non-alternating","longIndefinite",5,"F",28,-0.648870806575158
"60d93de1c8d49e78517751ff","119","Juan threw a soda to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",94,0.960504361931435
"60d93de1c8d49e78517751ff","55","Alice groaned a reply to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",84,0.716659639430436
"60d93de1c8d49e78517751ff","7","Alice described a headline to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","15","Alice admitted a slip-up to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","123","Linda flew a team from work some weapons.","DOsentence","alternating","longIndefinite",5,"F",33,-0.526948445324659
"60d93de1c8d49e78517751ff","39","Michael snapped a comment to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",74,0.472814916929437
"60d93de1c8d49e78517751ff","107","Maria brought a woman who was wearing a hat a blanket.","DOsentence","alternating","longIndefinite",5,"F",97,1.03365777868173
"60d93de1c8d49e78517751ff","71","John furnished some forms to a team.","PDsentence","non-alternating","shortIndefinite",5,"F",0,-1.33163602957796
"60d93de1c8d49e78517751ff","31","Maria shouted a name to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.08242672318193
"60d93de1c8d49e78517751ff","167","Alice chucked a bag to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",99,1.08242672318193
"60a7d7b70d3cf8f48a8a490d","171","Alice wheeled a man wearing a hat some fruit.","DOsentence","alternating","longIndefinite",5,"F",40,-0.693082497124805
"60a7d7b70d3cf8f48a8a490d","159","John willed a painting to a man.","PDsentence","alternating","shortIndefinite",5,"F",70,0.302248997070702
"60a7d7b70d3cf8f48a8a490d","67","Alice dispatched a team from work some meals.","DOsentence","non-alternating","longIndefinite",5,"F",72,0.368604430017069
"60a7d7b70d3cf8f48a8a490d","107","Maria brought a woman who was wearing a hat a blanket.","DOsentence","alternating","longIndefinite",5,"F",80,0.634026161802538
"60a7d7b70d3cf8f48a8a490d","167","Alice chucked a bag to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",88,0.899447893588006
"60a7d7b70d3cf8f48a8a490d","111","Alice offered a payment to a woman.","PDsentence","alternating","shortIndefinite",5,"F",87,0.866270177114823
"60a7d7b70d3cf8f48a8a490d","99","John warbled a man from work a greeting.","DOsentence","non-alternating","longIndefinite",5,"F",92,1.03215875948074
"60a7d7b70d3cf8f48a8a490d","51","Maria surrendered a woman wearing a hat some guns.","DOsentence","non-alternating","longIndefinite",5,"F",67,0.202715847651152
"60a7d7b70d3cf8f48a8a490d","71","John furnished some forms to a team.","PDsentence","non-alternating","shortIndefinite",5,"F",92,1.03215875948074
"60a7d7b70d3cf8f48a8a490d","131","John slipped a woman a pill.","DOsentence","alternating","shortIndefinite",5,"F",77,0.534493012382987
"60a7d7b70d3cf8f48a8a490d","75","Juan grumbled a man a name.","DOsentence","non-alternating","shortIndefinite",5,"F",32,-0.958504228910273
"60a7d7b70d3cf8f48a8a490d","87","Maria screeched a thought to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",70,0.302248997070702
"60a7d7b70d3cf8f48a8a490d","23","Maria recommended a band to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",83,0.733559311222089
"60a7d7b70d3cf8f48a8a490d","39","Michael snapped a comment to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",69,0.269071280597519
"60a7d7b70d3cf8f48a8a490d","191","Maria carted some books to a team.","PDsentence","alternating","shortIndefinite",5,"F",73,0.401782146490253
"60a7d7b70d3cf8f48a8a490d","55","Alice groaned a reply to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",85,0.799914744168456
"60a7d7b70d3cf8f48a8a490d","95","Bob stammered a thought to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",82,0.700381594748905
"60a7d7b70d3cf8f48a8a490d","143","Michael floated a bottle to a woman.","PDsentence","alternating","shortIndefinite",5,"F",75,0.46813757943662
"60a7d7b70d3cf8f48a8a490d","63","Alice murmured a comment to a woman from work.","PDsentence","non-alternating","longIndefinite",5,"F",81,0.667203878275721
"60a7d7b70d3cf8f48a8a490d","27","Mary proposed a man an idea.","DOsentence","non-alternating","shortIndefinite",5,"F",27,-1.12439281127619
"60a7d7b70d3cf8f48a8a490d","103","Michael gave a message to a man wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",85,0.799914744168456
"60a7d7b70d3cf8f48a8a490d","11","Alice presented a man a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",88,0.899447893588006
"60a7d7b70d3cf8f48a8a490d","195","Linda bequeathed a man a portrait.","DOsentence","alternating","shortIndefinite",5,"F",78,0.567670728856171
"60a7d7b70d3cf8f48a8a490d","83","Bob squealed a woman from work an answer.","DOsentence","non-alternating","longIndefinite",5,"F",95,1.13169190890029
"60a7d7b70d3cf8f48a8a490d","163","Maria phoned a woman a request.","DOsentence","alternating","shortIndefinite",5,"F",78,0.567670728856171
"60a7d7b70d3cf8f48a8a490d","179","Mary heaved a man a ball.","DOsentence","alternating","shortIndefinite",5,"F",99,1.26440277479303
"60a7d7b70d3cf8f48a8a490d","127","Michael kicked a football to a woman.","PDsentence","alternating","shortIndefinite",5,"F",81,0.667203878275721
"60a7d7b70d3cf8f48a8a490d","47","Juan conveyed a thought to a man from work.","PDsentence","non-alternating","longIndefinite",5,"F",78,0.567670728856171
"60a7d7b70d3cf8f48a8a490d","59","Michael recounted a man some information.","DOsentence","non-alternating","shortIndefinite",5,"F",17,-1.45616997600803
"60a7d7b70d3cf8f48a8a490d","79","Alice grunted a name to a man who was from work.","PDsentence","non-alternating","longIndefinite",5,"F",65,0.136360414704784
"60a7d7b70d3cf8f48a8a490d","139","Mary assigned a woman who was from work a desk.","DOsentence","alternating","longIndefinite",5,"F",95,1.13169190890029
"60a7d7b70d3cf8f48a8a490d","31","Maria shouted a name to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",80,0.634026161802538
"60a7d7b70d3cf8f48a8a490d","175","John faxed a form to a woman.","PDsentence","alternating","shortIndefinite",5,"F",92,1.03215875948074
"60a7d7b70d3cf8f48a8a490d","35","Linda communicated a woman from work a point.","DOsentence","non-alternating","longIndefinite",5,"F",48,-0.427660765339336
"60a7d7b70d3cf8f48a8a490d","147","Michael shipped a man a box.","DOsentence","alternating","shortIndefinite",5,"F",75,0.46813757943662
"60a7d7b70d3cf8f48a8a490d","135","Linda owed a job to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",76,0.501315295909804
"60a7d7b70d3cf8f48a8a490d","3","Michael reported a man who was from work some numbers.","DOsentence","non-alternating","longIndefinite",5,"F",60,-0.0295281676611334
"60a7d7b70d3cf8f48a8a490d","15","Alice admitted a slip-up to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",91,0.998981043007557
"60a7d7b70d3cf8f48a8a490d","7","Alice described a headline to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",95,1.13169190890029
"60a7d7b70d3cf8f48a8a490d","187","Mary lugged a woman from work some groceries.","DOsentence","alternating","longIndefinite",5,"F",89,0.93262561006119
"60a7d7b70d3cf8f48a8a490d","43","Bob donated a team a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",91,0.998981043007557
"60a7d7b70d3cf8f48a8a490d","151","Alice signaled a formation to a woman from work.","PDsentence","alternating","longIndefinite",5,"F",32,-0.958504228910273
"60a7d7b70d3cf8f48a8a490d","19","Juan expressed a man who was wearing a hat a thought.","DOsentence","non-alternating","longIndefinite",5,"F",24,-1.22392596069574
"60a7d7b70d3cf8f48a8a490d","91","John cackled a man some noises.","DOsentence","non-alternating","shortIndefinite",5,"F",41,-0.659904780651621
"60a7d7b70d3cf8f48a8a490d","199","Michael catapulted a container to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",74,0.434959862963436
"60a7d7b70d3cf8f48a8a490d","115","Bob hit a woman a curveball.","DOsentence","alternating","shortIndefinite",5,"F",83,0.733559311222089
"60a7d7b70d3cf8f48a8a490d","119","Juan threw a soda to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",82,0.700381594748905
"60a7d7b70d3cf8f48a8a490d","183","Linda loaned some equipment to a man from work.","PDsentence","alternating","longIndefinite",5,"F",99,1.26440277479303
"60a7d7b70d3cf8f48a8a490d","155","Linda shoved a man who was from work a letter.","DOsentence","alternating","longIndefinite",5,"F",28,-1.09121509480301
"60a7d7b70d3cf8f48a8a490d","123","Linda flew a team from work some weapons.","DOsentence","alternating","longIndefinite",5,"F",72,0.368604430017069
"63d2c192777fb7d26c001146","43","Bob donated a team a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",99,1.26528265468706
"63d2c192777fb7d26c001146","155","Linda shoved a man who was from work a letter.","DOsentence","alternating","longIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","39","Michael snapped a comment to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","27","Mary proposed a man an idea.","DOsentence","non-alternating","shortIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","63","Alice murmured a comment to a woman from work.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.26528265468706
"63d2c192777fb7d26c001146","175","John faxed a form to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,1.26528265468706
"63d2c192777fb7d26c001146","187","Mary lugged a woman from work some groceries.","DOsentence","alternating","longIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","143","Michael floated a bottle to a woman.","PDsentence","alternating","shortIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","95","Bob stammered a thought to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",71,0.653929516960783
"63d2c192777fb7d26c001146","99","John warbled a man from work a greeting.","DOsentence","non-alternating","longIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","71","John furnished some forms to a team.","PDsentence","non-alternating","shortIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","115","Bob hit a woman a curveball.","DOsentence","alternating","shortIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","151","Alice signaled a formation to a woman from work.","PDsentence","alternating","longIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","7","Alice described a headline to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","47","Juan conveyed a thought to a man from work.","PDsentence","non-alternating","longIndefinite",5,"F",0,-0.896287367987985
"63d2c192777fb7d26c001146","183","Linda loaned some equipment to a man from work.","PDsentence","alternating","longIndefinite",5,"F",99,1.26528265468706
"63d2c192777fb7d26c001146","79","Alice grunted a name to a man who was from work.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.26528265468706
